MEDCOD,MEFCOD,MEDNOM,MEDPRES,MEDCNC,MEDTIP,MEDPET,MEDFF,MEDEST,MEDESTVTA,MEDFACTPER,MEDTRANAC,MEDTRALOC,MEDCOMP,MEDPS,MEDCS,MEDHI,MEDACT,MEDINDVCTO,PRDPREADQ,PRDPREDIST,PRDPREOPE,PRDINDACT,PRDSTKMIN,PRDSTKMAX,PRDPTOREP,PRDSIT,PRDADI,PRDFECHULT,MEDREGSAN,PREADQ_DO,PREDIS_DO,PREOPE_DO,PRDTIPOMED,MEDNOMABR,MEDNARCOT,MNARCOT,TIPONC,FECULTPREC,CODIGO_SIG,FECHAVRS,PRDSTKPROM,_NullFlags
20883,,VIOLETA DE GENCIANA (CLORURO DE METILROSANILINA),30 mL,1 g/100 mL,M,_,SOLUCI,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,583300940011,,0,b'\x00'
20888,,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 1/2 CIRCULO CORTANTE 25 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580416,,0,b'\x00'
20890,,SUTURA SEDA NEGRA TRENZADA 4/0 C/A 1/2 CIRCULO REDONDA 15 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580455,,0,b'\x00'
20892,,SUTURA SEDA NEGRA TRENZADA 0 S/A MULTIEMPAQUE 8 mm X 50 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580448,,0,b'\x00'
20956,,HOJA PARA EQUIPO SHAVER Nº 4.2 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700742004,,0,b'\x00'
20966,,IOBITRIDOL,100 mL,300 mg I/100 mL,M,_,INYECT,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,583500050002,,0,b'\x00'
20971,,SUTURA LINO QUIRURGICO 2 S/A 8 mm X 70 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
21007,,SUTURA SEDA NEGRA TRENZADA MULTIEMPAQUE 3/0 S/A 8 mm X 50 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580568,,0,b'\x00'
21013,,SOLUCION PARA DIALISIS PERITONEAL,2 L,2.5 %,M,P,SOLUCI,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,584700050001,,0,b'\x00'
21020,,TORNILLO ESPONJOSO 4.0 mm X 14 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900370070,,0,b'\x00'
21025,,TORNILLO CORTICAL 4.5 mm X 80 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300194,,0,b'\x00'
21026,,TORNILLO CORTICAL 4.5 mm X 85 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300195,,0,b'\x00'
21048,,YODO POVIDONA (ESPUMA),60 mL,7.5 g/100 mL,M,P,SOLUCI,S,,,,,,_,_,_,1,,3.35,3.685,3.7,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583600190039,,0,b'\x00'
21061,,YODO POVIDONA (ESPUMA),60 mL,8.5 g/100 mL,M,_,SOLUCI,S,,,,,,_,_,_,1,,2.35,2.644,2.93,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583600190086,,0,b'\x00'
21064,,CAMPO QUIRURGICO ESTERIL DESCARTABLE 50 cm X 50 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700170214,,0,b'\x00'
21085,,CATETER DE SUCCION Nº 7 X 100 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700190248,,0,b'\x00'
21101,,TUBO ENDOTRAQUEAL DESCARTABLE CON GLOBO Y CONECTOR Nº 7,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,7.8,8.775,9.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,SIN/REG,0.0,0.0,0.0,X,,,,,2018-05-10,495700630076,,0,b'\x00'
21137,,TORNILLO ESPONJOSO 3.5 mm X 12 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900370146,,0,b'\x00'
21139,,TORNILLO ESPONJOSO 4.0 mm ROSCA 16 mm X 40 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900370150,,0,b'\x00'
21145,,TUBULADURA DE SILICONA 7 mm X 10 mm X 25 m,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700650041,,0,b'\x00'
21170,,CLAVO ENDOMEDULAR DE ACERO QUIRURGICO PARA FEMUR 10 mm X 36 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900390067,,0,b'\x00'
21196,,TUBO DE ASPIRACION TRANSPARENTE 5/16 X 7/16 X 1.5 m,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700620057,,0,b'\x00'
21197,,TUBO DE ASPIRACION TRANSPARENTE 5/16 X 7/16 X 2 m,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700620047,,0,b'\x00'
21213,,SONDA VESICAL TIPO FOLEY 2 VIAS DESCARTABLE N° 18 CON BALON 5 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,2.3,2.588,2.88,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700540083,,0,b'\x00'
21242,,COLLARIN CERVICAL AJUSTABLE BLANDO MEDIANO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900340026,,0,b'\x00'
21243,,COLLARIN CERVICAL AJUSTABLE SEMI RIGIDO MEDIANO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900340024,,0,b'\x00'
21257,,HIPROMELOSA(SOLUCION OFTALMICA),2 mL,20 mg/mL,I,_,SOLUCI,_,,,,,,_,_,_,1,,38.95,43.819,48.69,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,584400170014,,0,b'\x00'
21259,,TORNILLO CORTICAL 4.0 mm X 20 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300151,,0,b'\x00'
21275,,RALTEGRAVIR,,400 mg,M,P,TABLET,E,,,,,,_,_,_,1,,14.55,14.55,14.55,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582400360001,,0,b'\x00'
21282,,VACUNA ANTIGRIPAL PANDEMICA H1N1 SIN ADYUVANTE X 5 mL,10 DOSIS,,M,_,INYECT,_,,,,,,_,_,_,1,,209.2048,209.2048,209.2,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,584300280007,,0,b'\x00'
21303,,LAPIZ ELECTROCAUTERIO MONOPOLAR PUNTA DESCARTABLE,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,493700142280,,0,b'\x00'
21306,,HOJA DE SIERRA 20 mm X 6.4/2.9 X 0.60 mm PARA SIERRA RECIPROCA,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700741780,,0,b'\x00'
21312,,SUTURA ACIDO POLIGLICOLICO 2/0 C/A 1/2 CIRCULO REDONDA 40 mm X 70 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701350410,,0,b'\x00'
21318,,TORNILLO DE BLOQUEO LCP 3.5 mm X 20 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
21320,,VACUNA ANTIPOLIOMIELITICA,20 DOSIS,,M,P,INYECT,E,,,,,,_,_,_,1,,9.629077,9.629077,9.629077,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,584300150003,,0,b'\x00'
21323,,ACRILICO LIQUIDO DE CURADO RAPIDO X 8 oz,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,492900020007,,0,b'\x00'
21341,,"EQUIPO DE IRRIGACION VESICAL "" Y"" DESCARTABLE",,,I,_,UNIDAD,_,,,,,,_,_,_,1,,13.38,15.0525,16.73,,0,0,0,1,N,2018-08-31 15:04:43.999000,SIN/REG,0.0,0.0,0.0,X,,,,,2018-05-10,495700742168,,0,b'\x00'
21342,,SUTURA NYLON AZUL MONOFILAMENTO 3/0 C/A 1/2 CIRCULO CORTANTE 25 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,,2.0,2.25,2.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,N-01123-IMM,0.0,0.0,0.0,X,,,,,2018-05-10,495701360322,,0,b'\x00'
21343,,SUTURA NYLON AZUL MONOFILAMENTO 3/0 C/A 1/2 CIRCULO CORTANTE 15 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,,2.0,2.25,2.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495701360461,,0,b'\x00'
21377,,LANCETA RETRACTIL DESCARTABLE ADULTO,,,I,_,UNIDAD,S,,,,,,_,_,_,1,,0.358,0.403,0.44,,0,0,0,1,N,2018-08-31 15:04:43.999000,SIN/REG,0.0,0.0,0.0,X,,,,,2018-05-10,512000370014,,0,b'\x00'
21385,,"ESPARADRAPO DE TELA 2"" X 5 yd",,,I,_,UNIDAD,S,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700250253,,0,b'\x00'
21395,,MANDIL DESCARTABLE ESTERIL TALLA ESTANDAR,,,I,_,UNIDAD,E,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495500011276,,0,b'\x00'
21419,,TRANSDUCTOR DESCARTABLE PARA HEMODIALISIS,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700742003,,0,b'\x00'
21483,,PLACA ANGULADA DHS 135º X 4 AGUJEROS,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900220293,,0,b'\x00'
21486,,CATETER PERCUTANEO CON INTRODUCTOR 2 FR X 30 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700190430,,0,b'\x00'
21496,,BUPIVACAINA (SIN PRESERVANTES),4 mL,5 mg/mL,M,_,INYECT,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,580100200015,,0,b'\x00'
21498,,CLIP HEMOSTATICO DE TITANIO TALLA MEDIUM/LARGE,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
21523,,LINEA DE INFUSION SIN BURETA PARA BOMBA DE INFUSION,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700741866,,0,b'\x00'
21525,,SISTEMA DE FIJACION POSTERIOR CABLE METALICO DE TITANIO PARA COLUMNA VERTEBRAL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900330022,,0,b'\x00'
21535,,FILTRO PARA NUTRICION PARENTERAL PEDIATRICO PARA SISTEMA BINARIO 1.20 um,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
21543,,LIDOCAINA,12 g,2 g/100 g,M,_,GEL,_,,,,,,_,_,_,1,,10.88,12.24,13.6,,0,0,0,1,N,2018-08-31 15:04:43.999000,EG-6141,0.0,0.0,0.0,X,,,,,2018-05-10,580100210022,,0,b'\x00'
21574,,AMPICILINA (COMO SAL SODICA) CON DILUYENTE,,500 mg,M,P,INYECT,_,,,,,,_,_,_,1,,1.317,1.482,1.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,580700090003,,0,b'\x00'
21583,,CEFUROXIMA,70 mL,250 mg/5 mL,M,P,SUSPEN,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,580800150024,,0,b'\x00'
21608,,FRASCO DE PLASTICO HUMIDIFICADOR DE OXIGENO ESTANDAR X 500 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,26.22,29.498,32.78,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,493700142053,,0,b'\x00'
21648,,FERROSO SULFATO HEPTAHIDRATO,75 mL,25 mg de Fe/mL,M,P,SOLUCI,S,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,582800230032,,0,b'\x00'
21652,,FACTOR VIII DE COAGULACION HUMANA,,250 UI,M,_,INYECT,E,,,,,,_,_,_,1,,227.914099,227.914099,227.914099,,0,0,0,1,N,2018-08-31 15:04:43.999000,BE-0434,0.0,0.0,0.0,X,,,,,2018-05-10,582900050007,,0,b'\x00'
21736,,ALCOHOL YODADO,120 mL,1 g/100 mL,M,_,SOLUCI,S,,,,,,_,_,_,1,,1.2,1.35,1.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,586600180008,,0,b'\x00'
21797,,OTROS ANTISEPTICOS Y DESINFECTANTES,1 L,,M,_,SOLUCI,_,,,,,,_,_,_,1,,95.0,106.875,118.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,SIN/REG,0.0,0.0,0.0,X,,,,,2018-05-10,583600170020,,0,b'\x00'
21834,,SISTEMA DE FIJACION DE OSTEOSINTESIS CRANEAL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900330027,,0,b'\x00'
21847,,VACUNA CONTRA LA DIFTERIA Y TETANOS (DT ADULTO),1 DOSIS,,M,P,INYECT,E,,1,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,584300160006,,0,b'\x00'
21859,,SOLUCION PARA HEMODIALISIS CON BICARBONATO,4 L,,M,P,SOLUCI,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,584700060001,,0,b'\x00'
21864,,SURFACTANTE PULMONAR DE ORIGEN NATURAL (SUSPENSION INTRATRAQUEAL),8 mL,25 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,,528.0,538.56,540.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,585000010003,,0,b'\x00'
21887,,TUBO ENDOTRAQUEAL ANILLADO 4.5 mm CON GLOBO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700630273,,0,b'\x00'
21888,,TUBO ENDOTRAQUEAL ANILLADO Nº 8 CON CUFF,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700630236,,0,b'\x00'
21889,,TUBO ENDOTRAQUEAL ANILLADO 8.5 mm CON GLOBO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700630237,,0,b'\x00'
21898,,KANAMICINA,4 mL,1 g,M,_,INYECT,E,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,581700100005,,0,b'\x00'
21939,,MASCARA DE ANESTESIA Nº 6,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700400154,,0,b'\x00'
21947,,TORNILLO DE TITANIO AUTORROSCANTE 2.4 mm X 10 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300086,,0,b'\x00'
21948,,TORNILLO DE BLOQUEO 2.0 mm X 6 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300200,,0,b'\x00'
21962,,JUEGO DE LETRAS DE PLOMO DE A-Z TAMAÑO 6 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,5.0,5.625,6.25,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,497000020341,,0,b'\x00'
21963,,ANHIDRIDO ACETICO Q.P.,1 gal,,I,_,SOLUCI,_,,,,,,_,_,_,1,,0.5,0.5625,0.63,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,,,0,b'\x00'
21964,,SULFATO FERROSO AMONIACAL P.A.,1 Kg,,I,_,SOLUCI,S,,,,,,_,_,_,1,,0.3,0.3375,0.38,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,351000023495,,0,b'\x00'
21965,,L-ASPARAGINA ANHIDRA,100 g,,I,_,UNIDAD,S,,,,,,_,_,_,1,,3.0,3.375,3.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,351000023726,,0,b'\x00'
21966,,SOBRES DE SISTEMA DIOXIDO DE CARBONO MICROAEROFILIA 10 % 10 UNIDADES,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,144.0,162.0,180.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,355800020019,,0,b'\x00'
21972,,HOJA DE SIERRA 15 mm X 6.0 mm X 0.38 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700741779,,0,b'\x00'
21973,,PLACA ANGULADA DHS 135º X 6 AGUJEROS X 60 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900220295,,0,b'\x00'
21997,,ROTULA TUBO - TUBO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900010425,,0,b'\x00'
22011,,EQUIPO DE ASPIRACION PORTATIL DESCARTABLE Nº 4.8,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495100131286,,0,b'\x00'
22017,,FRASCO PARA MUESTRA DE ORINA CON TAPA 30 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,512000150510,,0,b'\x00'
22025,,VASO DE PRECIPITACION DE VIDRIO 250 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,512000320114,,0,b'\x00'
22030,,PRESERVATIVO FEMENINO,,,I,_,UNIDAD,E,,,,,,_,_,_,1,,1.56732,1.56732,1.56732,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583900420003,,0,b'\x00'
22037,,"LLAVE EN ""Y"" DESCARTABLE CON VALVULA HEMOSTATICA",,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700380017,,0,b'\x00'
22071,,TORNILLO DE BLOQUEO 3.5 mm X 30 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300250,,0,b'\x00'
22076,,TUBO EN T MONTGOMERY Nº 12,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700620036,,0,b'\x00'
22084,,SUTURA DE ACERO PARA MARCAPASO 2/0 C/A 1/2 CIRCULO RECTA 26 mm X 60 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700560579,,0,b'\x00'
22086,,SUTURA NYLON AZUL MONOFILAMENTO 6/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701360367,,0,b'\x00'
22087,,SUTURA POLIPROPILENO MONOFILAMENTO 2/0 C/A CIRCULO REDONDA 25 mm X 75 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
22105,,SUTURA NYLON AZUL MONOFILAMENTO 4/0 C/A 1/2 CIRCULO CORTANTE 20 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701360347,,0,b'\x00'
22108,,SUTURA ACIDO POLIGLICOLICO 3/0 C/A 1/2 CIRCULO CORTANTE 20 mm X 70 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701350553,,0,b'\x00'
22122,,CATETER PERCUTANEO CON INTRODUCTOR PELABLE 1 FR X 20 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700190678,,0,b'\x00'
22147,,PRUEBA RAPIDA PARA DIAGNOSTICO DE SIFILIS (RPR),30 DET,,I,_,KIT,E,1,,,,,_,_,_,1,,50.928,57.294,63.66,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,358600092337,,0,b'\x00'
22148,,PRUEBA RAPIDA PARA VIH 1-2,30 DET,,I,_,KIT,E,,,,,,_,_,_,1,,68.4,76.95,85.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,358600091222,,0,b'\x00'
22149,,PRUEBA RAPIDA PARA VIH 1-2,20 DET,,I,_,KIT,S,,,,,,_,_,_,1,,3.0,3.375,3.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,S/REGIS,0.0,0.0,0.0,X,,,,,2018-05-10,358600091465,,0,b'\x00'
22174,,VALVULA DE SISTEMA DE DERIVACION VENTRICULO PERITONEAL DE PRESION MEDIA ADULTO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701450025,,0,b'\x00'
